cleaned_text,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
Lengkap beli pakaian khas Jogja dan kerajinan,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempat yang luar biasa. Sangat senang bisa berada di sini lagi.,0,0,0,0,0,0,1,0,0,0,0,0,0
Lengkap tapi gak boleh nawar,1,0,0,0,1,0,0,0,0,0,0,0,0
"Bagus, ada souvenir dr gerabah dll",1,0,0,0,0,0,0,0,0,0,0,0,0
Hasil kerajinan tangannya berkualitas dan barang bisa dikirim ke rumah,1,0,0,0,0,0,0,0,0,0,0,0,0
Nyari pernak pernik rumah,1,0,0,0,0,0,0,0,0,0,0,0,0
Cari barang-barang dari gerabah ya di kasongan,1,0,0,0,0,0,0,0,0,0,0,0,0
ada yang punya kontak wa nya?,0,0,0,0,0,0,0,0,0,0,0,0,1
Sangat edukatif untuk pembelajaran pembuatan grabah. Recomended,1,0,0,0,0,0,0,0,0,0,0,0,0
Pembuatan cepat yang cukup cepat dan bagus,1,0,0,0,0,0,0,0,0,0,0,0,0
Wajib dikunjungi klo di jogja,0,0,0,0,0,0,0,0,0,1,0,0,0
"Koleksi baju surjan (baju jawa laki2) lmyn banyak dengan warna beragam. Kualitas kain halus. One stop shopling untuk yang lagi butuh hal2 yang berbau jawa/jogja, terutama baju.",1,0,0,0,0,0,1,0,0,0,0,0,0
Enak ramahh murahh mantul ...,0,0,0,1,0,0,0,0,0,0,0,0,0
Tempat bagi yang hobi berburu pernak pernik asesoris budaya yogyakarta,1,0,0,0,0,0,0,0,0,0,0,0,0
pingin murah ke sitepat aja ...,0,0,0,1,0,0,1,0,0,0,0,0,0
Nyari kerajinan pusatnya disini kak... Cuzz aja kak... Beli makin banyak makin murah....,1,0,0,1,0,0,1,0,0,0,0,0,0
Bagus.. Walau semua harga mahal,1,0,0,0,1,0,0,0,0,0,0,0,0
Salah satu tempat karya anak bangsa. Berkunjunglah ketika ke Jogja. Unik unik dan cantik,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tuhan mabuk, Luarbiasa.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Tempatnya bagus,tapi saya kecewa tidak ada wayang CAKIL NYA karena habis,wayang nya juga bagus bagus ...",1,0,0,0,0,0,1,0,0,0,0,0,0
Buat yang maen ke jogja cari oleh2 dan buah tangan buat kesayangan.. Pernak pernik khas jogja.. Batik kain lurik blangkon wayang dsb.. Bisa jadi pilihan..,1,0,0,0,0,0,0,0,0,0,0,0,0
Gang dengan aneka kuliner dan oleh-oleh khas Chinatown,0,0,0,0,0,0,0,0,0,0,0,0,1
"Serba bagus semua, kerajinannya unik sangat cocok untuk hiasan rumah, rumah jadi lebih keren. Untuk kualitas bahan jangan di tanya pasti bagus. Next saya ke sini lagi kalau butuh hiasan.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempatnya bagus,tapi saya kecewa tidak ada wayang CAKIL NYA karena habis,wayang nya juga bagus bagus ...",1,1,0,0,0,0,1,0,0,0,0,0,0
Lengkap dan unik2..baiknya disiapkan lebih baik lagi terkait info lengkap pengiriman keluar kota jauh misal packingnya yg aman dan ekspedisi2 yg rekomen ...,1,0,0,0,0,0,0,0,0,0,0,0,0
Desa Wisata yang menyenangkan.,0,0,0,0,0,0,1,0,0,0,0,0,0
"Desa wisata kasongan yg bertepat di wilayah kec. Kasihan dan berbatasan dengan kec. Sewon Bantul, identik wisata kerajinan gerabah dan dan suvenir suvenir pernikahan",1,0,0,0,0,0,0,0,1,0,0,0,0
"Lengkap dan nyaman, pelayannya juga sabar dan ramah",0,0,0,0,0,0,0,0,0,0,0,0,0
Pengrajin gerabah yang suda go publik,1,0,0,0,0,0,0,0,0,0,0,0,0
"Apa yg anda cari, semua ada disini...",1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempatnya rame, jualan lumayan murah #nego, tapi minim toilet umum.",1,0,0,1,0,0,0,1,0,0,0,0,0
"Kalo mau parkir motor sini ajaaa, indoor aman 3rb",0,0,0,0,0,0,0,0,0,0,0,0,1
Desa wisata gerabah kasongan itu adalah tempat dimana ada banyak kerajinan dari gerabah ataupun keramik. Banyak sekali pilihannya dengan harga yg masih terjangkau. Souvernir pernikahan juga tersedia disini.,1,0,0,1,0,0,0,0,0,0,0,0,0
"kerajinan nya oke banget, harganya terjangkau dan pelayanannya bagus bangett deh, rekomended bgtt",1,0,0,1,0,0,1,0,0,0,0,0,0
"Toko-toko yang menjual pakaian tradisional Indonesia (Jogja), batik, kerajinan tangan, dan lukisan. Juga ada studio foto. Banyak barang yang bisa ditemukan. Suasana klasik.",0,0,1,0,0,0,0,0,1,0,0,0,0
Harga bersaing bisa melayani segala bentuk pesanan dari tembaga,0,0,0,1,0,0,1,0,0,0,0,0,0
cari apapun yang terbuat dari gerabah ada semua di sini,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mantap dan komplit,. Harga terjangkau $$",1,0,0,1,0,0,0,0,0,0,0,0,0
Cuman lewat sj,0,0,0,0,0,0,0,0,0,0,0,0,1
Surganya pernak pernik traditional,1,0,0,0,0,0,1,0,0,0,0,0,0
Nice place to get handycraft and also furniture,1,0,0,0,0,0,0,0,0,0,0,0,0
Iseng mampir ke sini karna lagi jalan jalan di boyolali eh malah kepincut sama kerajinan tembaganya akhirnya beli kerajinanya sekalian buat oleh oleh ...,1,0,0,0,0,0,0,0,0,0,0,0,0
..mo cari souvenir model apa...semua ada disini...,1,0,0,0,0,0,0,0,0,0,0,0,0
A very suitable place for looking for interior design,1,0,0,0,0,0,1,0,0,0,0,0,0
Kerajinan tangan dari bahan natural,1,0,0,0,0,0,0,0,0,0,0,0,0
Recomennded banget buat yang lagi nyari handycraft,1,0,0,0,0,0,0,0,0,0,0,0,0
"tempat yang pas untuk mencari gerabah, souvenir dll",1,0,0,0,0,0,0,0,0,0,0,0,0
Tersedia berbagai macam jarik dan pernak pernik khas jogja,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempatnya unik dengan warna kuning dan merah,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tempatnya sangat lengkap, banyak koleksi barang antik, sangat terlihat kultur jogjanya, tapi sayang harganya agak mahal",1,0,0,0,1,0,0,0,0,0,0,0,0
"Berkunjung ke kasongan pertama kali, meninggalkan kesan yang mendalam. Banyak piilihan dan harganya murah. bisa nawar",1,0,0,1,0,0,1,0,0,0,0,0,1
"Kalo nyari hiasan untuk dekorasi rumah ya disini tempatnya, tersedia dari bahan gerabah, kayu, ataupun logam. Komplit dahhh.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Banyak bermacam ragam jenis produksi asli kerajinan tangan warga jogja dan sekitarnya,harganya sangat terjangkau,sayangnya saat ini belum ada expedisi atau jasa pengiriman yg bisa memberikan harga yg murah dan baik buat para pengrajin ,semoga pemerintah bisa memfasilitasinya .....amin ya robbal alamin",1,0,0,1,1,0,0,0,0,0,0,0,0
Hunting tempat lilin n lampu jawa,0,0,1,0,0,0,0,0,0,0,0,0,0
Mantap gerabah nya,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempat unik, dengan segala yang unik unik",1,0,0,0,0,0,0,0,0,0,0,0,0
"Butuh perlengkapan buat busana gagrak jogja, di sini tempatnya",0,0,0,0,0,0,0,0,0,1,0,0,0
"Alasan kenapa harus order di Yuda Art Design selain kualitas produk yang bagus dan sesuai pesanan, proses shipping nya juga cepat.",1,0,0,0,0,0,0,0,0,1,0,0,0
Lengkap urk peelengkapan jawa,1,0,0,0,0,0,0,0,0,0,0,0,0
Layanan nya bagus,0,0,0,0,0,0,1,0,0,0,0,0,0
"Semoga makin baik, bertumbuh krn dampak covid skrg sepi bgt dahal buanyak bgtiiii brg bagus murah disini. Temanku SMA dl jg punya rumah keramik. Jd kangen. ...",1,0,0,1,0,0,0,0,0,0,0,0,1
"Kasongan adalah nama daerah tujuan wisata di wilayah kabupaten Bantul, Daerah Istimewa Yogyakarta yang terkenal dengan hasil kerajinan gerabahnya. Tempat ini tepatnya terletak di daerah pedukuhan Kajen, desa Bangunjiwo, kecamatan Kasihan, ...",1,0,0,0,0,0,0,0,1,0,0,0,0
Belanja disini Untuk pakaian jawa lengkap,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mau cari uborampe atau bahan busana Jawa yang adi luhung, disini tempatnya.., lengkap dan banyak pilihan...",0,0,0,0,0,0,0,0,0,0,0,0,0
Kerajinan batik pilihan,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mantappp.. Koleksi nya bagus2, lengkap dan javanese sekali ...",1,0,0,0,0,0,1,0,0,0,0,0,0
Saya sbg abdi dalem.kraton.yogyakarta aku sering kesini mencari kelengkapan pakaian abdi dalem,1,0,0,0,0,0,0,0,0,0,0,0,0
Ga sadar sih pernha kesini... Tau tau ada aja minta di ulas hahahah,0,0,0,0,0,0,0,0,0,0,0,0,1
Toko yang bagus untuk membeli oleh-oleh dan pakaian tradisional Jawa.,1,0,0,0,0,0,1,0,0,0,0,0,0
Murah bagus pokoke..,1,0,0,1,0,0,0,0,0,0,0,0,0
ada tempat workshop gerabah tp bukanya tiap hari apa lupa,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mbuat acara, oke banget",1,0,0,0,0,0,0,0,0,0,0,0,0
Barangnya unik dan antik,1,0,0,0,0,0,0,0,0,0,0,0,0
Beli kerajinan tembaga disini hasilnya memuaskan bisa diliat ini aku pesen lampu cakeppp pol,1,0,0,0,0,0,0,0,0,0,0,0,0
Bentuk intoleransi nyata menjujung azas kebihinekaan,0,0,0,0,0,0,0,0,0,0,0,0,1
Surga nya interior designer and interior enthusiast. Lots of interior cool stuffs with affordable prices. Compared you buy from IG,0,0,0,0,0,0,1,0,0,0,0,0,0
Tempat ini direkomendasikan oleh teman saya dan ternyata ketika saya kesitu memang sebagus itu dengan hasil rapi dan memuaskan dan juga banyak produk-produk yang unik,1,0,0,0,0,0,0,0,0,0,0,0,0
monggo yang suka hal-hal kejawen ada disini,1,0,0,0,0,0,0,0,0,0,0,0,0
Murah dan komplit,1,0,0,1,0,0,0,0,0,0,0,0,0
"Desa Wisata yang terdiri dari banyak toko gerabah dan kerajinan kayu. Terdapat berbagai jenis kerajinan yang di jual di kawasan ini, mulai dari pot, keranjang, hingga patung-patung kayu. Selain dapat melihat kerajinan, terdapat pula kafe di ...",0,0,1,0,0,0,0,0,0,0,0,0,0
Destinasi wajib saat ke jogja dan sekitarnya. Pecinta perabot rumah tangga wajib ke sini.,1,0,0,0,0,0,1,0,0,0,0,0,0
"Kerajinannya keren, cocok buat hiasan rumah. Untuk harga okelah.",1,0,0,1,0,1,0,0,0,0,0,0,0
Pusat Penjualan gerabah budaya jogja. Asik juga untuk berburu foto oke,1,0,0,0,0,0,1,0,0,0,0,0,0
Ini adalah toko detail.,0,0,0,0,0,0,1,0,0,0,0,0,0
Barangnya unik dan antik,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ini toko souvenir punya temen aku udah kenal bertahun tahun, baru kesana sekali. Dan ternyata tempatnya bagus bangetttt ...",0,0,0,0,0,0,1,0,0,0,0,0,1
"Tjokrosoeharto Batik & Handy Craft adalah tempat yang menarik dengan berbagai pilihan barang kerajinan autentik Jawa, mulai dari batik hingga perak, kayu, dan wayang. Stafnya sangat informatif; mereka menjelaskan sejarah dan makna motif ...",1,0,0,0,0,0,1,0,0,0,0,0,0
"Berkunjung ke kasongan pertama kali, meninggalkan kesan yang mendalam. Banyak piilihan dan harganya murah. bisa nawar",1,0,0,1,0,0,1,0,0,0,0,0,0
Kerajinan tambaga kuningan disini ada panyak jenis degan harga terjagkau dan hasil yang memuaskan..,1,0,0,1,0,0,0,0,0,0,0,0,0
Bagus2 kerajinan nya,1,0,0,0,0,0,0,0,0,0,0,0,0
"Barang cukup bagus , dengan pelayanan yang cukup baik",1,0,0,0,0,0,1,0,0,0,0,0,0
respon cepat dan cocok untuk diajak kerjasama ...,0,0,0,0,0,0,1,0,0,0,0,0,0
...tempat nya unik klasik,0,0,0,0,0,0,1,0,0,0,0,0,0
Banyak perabotan yang kece-kece tapi harus pinter-pinter nawar ya ...,1,0,0,0,0,1,0,0,0,0,0,0,0
Tempat penjualan souvenir khas jogja,1,0,0,0,0,0,0,0,0,0,0,0,0
"store paling lengkap di jogja versi saya, harganya juga worth it, staffnya baik baik dan sangat membantu, bisa kirim kirim juga kalau ke luar kota",1,0,0,1,0,0,1,0,0,0,0,0,0
keren untuk hunting foto vintage.,0,0,0,0,0,0,0,0,0,0,0,0,1
"Banyak batik kekunoan dan masa kini, jg pernik2 adat Jawa, perhiasan perak lumayan komplit..tempatnya luas",1,0,0,0,0,0,1,0,0,0,0,0,0
"Harga bervariasi, kerajinannya banyak yang bagus sampe bingung pilih yang mana. Aq suka yang dari Kuningan terlihat mewah, Untuk pelayanan ramah.",1,0,0,0,0,1,1,0,0,0,0,0,0
"::Tempat yang Bagus:: Saya membeli keris ""pedang"" tradisional Jawa. Harganya terjangkau dan semuanya dipajang sehingga Anda tidak perlu menawar. Banyak pilihan dan aksesori untuk keris. Stafnya sangat membantu dan dapat ...",1,0,0,1,0,0,1,0,0,0,0,0,0
"Recomend banget buat kalian yang lagi cari furniture tema rustic atau yang cari buat photoshoot olshop kalian. Murah karena di tempatnya langsung,serunya lagi kita bida request sesuai kemauan kita.",1,0,0,1,0,0,0,0,0,1,0,0,0
Handycraft dan art khas yogya lengkap di sini,1,0,0,0,0,0,0,0,0,0,0,0,0
Pelayanan yg ramah dan baik. Terima kasih,0,0,0,0,0,0,1,0,0,0,0,0,0
Berhasil menemukan sitter disini..,1,0,0,0,0,0,0,0,0,0,0,0,0
"Barang-barangnya good quality semua, mantap ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Pusatnya kenangan unik (gudeg manggar),0,0,0,0,0,0,0,0,0,0,0,0,1
Perlengkapan pernikahan juga ada,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lengkap, dan buatan sendiri dari kulit kambing, sapi, kerbau.",1,0,0,0,0,0,0,0,0,0,0,0,0
hasilnya juga rapi banget ...,1,0,0,0,0,0,0,0,0,0,0,0,0
We can learn how to make things from clay. Good for kids/students. Affordable price too,1,0,0,1,0,0,0,0,0,0,0,0,0
Barang kerajinan klasik...,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempat yang lengkap untuk membeli aksesoris tradisional jawa,1,0,0,0,0,0,0,0,0,0,0,0,0
Salah satu tempat karya anak bangsa. Berkunjunglah ketika ke Jogja. Unik unik dan cantik,1,0,0,0,0,0,1,0,0,0,0,0,0
"Banyak kerajinan tangan yang unik, daerahnya bagus, nyaman, ramah",1,0,0,0,0,0,1,0,0,0,0,0,0
Tempat belanja aneka pakaian khas jawa khususnya yogyakarta Di sini menyediakan berbagai pakaian adat jawa,1,0,0,0,0,0,0,0,0,0,0,0,0
Souvenir lengkap javanese etnic,1,0,0,0,0,0,0,0,0,0,0,0,0
Mantap tradisi lestarikan,1,0,0,0,0,0,0,0,0,0,0,0,0
Hasil kerajinan di sini memang menarik menarik semua dan harganya juga affordable. Membantu pengiriman ke luar kota juga.,1,0,0,1,0,0,0,0,0,0,0,0,0
Kamu harus tau keistimewaan tempat ini,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sudah beberapa kali pesan disini, kualitasnya bagus. Pengerjaan halus dan detail, mantab",1,0,0,0,0,0,0,0,0,0,0,0,0
"jam buka sama jam tutup mohon di update, saya datang jam 6 sore sudah tutup tokonya",0,0,0,0,0,0,0,1,0,0,0,0,0
"Lanjutkan terus gan, semoga laris mendunia",0,0,0,0,0,0,0,0,0,1,0,0,0
"Kerajinan di sini sangat bagus bagus, saya sangat merekomendasikan anda untuk beli kerajinan Kuningan di sini",1,0,0,0,0,0,0,0,0,0,0,0,0
"Pemanas makanan terbaik , next time order",1,0,0,0,0,0,0,0,0,1,0,0,0
"Tempat wisata yg unik. Kasongan lebih identik sebagai objek wisata khusus bagi para pemburu kerajinan tangan dari tanah liat seperti keramik atau gerabah. Ada juga dari bambu, eceng gondok ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Kesana buat beli Teraso penjualnya ramah bgt.,1,0,0,0,0,0,1,0,0,0,0,0,0
"Koleksi baju surjan (baju jawa laki2) lmyn banyak dengan warna beragam. Kualitas kain halus. One stop shopling untuk yang lagi butuh hal2 yang berbau jawa/jogja, terutama baju.",1,0,0,0,0,0,0,0,0,0,0,0,0
Produknya keren dan memuaskan,1,0,0,0,0,0,1,0,0,0,0,0,0
kualitas nya mantap banget,1,0,0,0,0,0,0,0,0,0,0,0,0
"Banyak kerajinan tangan yang unik, daerahnya bagus, nyaman, ramah",1,0,0,0,0,0,1,0,0,0,0,0,0
Desa wisata dan kerajianan verabah yang sudah terkenal...,1,0,0,0,0,0,0,0,0,0,0,0,0
Sbg alternatif utk mendapatkan busana dn asesories adat yogyakarta yg midle up class,1,0,0,0,0,0,0,0,0,0,0,0,0
China in java...,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oleh-oleh, pakaian tradisional Gua Ali Baba Kunjungi, tempatnya luar biasa",1,0,0,0,0,0,0,0,0,0,0,0,0
Menyediakan bermacam macam kerajinan kulit dan gamelan dengan harga bersaing,1,0,0,1,0,0,0,0,0,0,0,0,0
"Hasilnya sangat memuaskan, texture yang detail dan rapi , recommended bangt lah ini",1,0,0,0,0,0,0,0,0,0,0,0,0
"Suka bgt nyari batik disini krn banyak pilihannya dr berbagai harga , dr yg murah sampai mahal ada.",1,0,0,1,0,0,0,0,0,0,0,0,0
"admin ramah, hasil akhirnya sesuai sama yg diharapkan dari awal",1,0,0,0,0,0,1,0,0,0,0,0,0
Kualitasnya produk terbaik dan bagus ...,1,0,0,0,0,0,0,0,0,0,0,0,0
cari apapun yang terbuat dari gerabah ada semua di sini,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempat yang sangat bagus dan ramah, kaya akan gerabah, begitu tenang, indah dan bersih.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Saya membeli baju Lurik dan Batik, dan kualitasnya bagus. Tapi saya harap Anda akan mengisi kembali stok Lurik untuk wanita karena pilihannya tidak banyak.",1,1,0,0,0,0,0,0,0,0,0,0,0
Dari luar terlihat menarik dan unik. Namun setelah masuk gang terlihat agak semrawut. Akan lebih baik jika ditata rapi. Dihias dengan ornamen-ornamen Cina dan Jawa. Dan akan lebih baik lagi jika didirikan toko-toko dan warung khas Cina. ...,0,0,0,0,0,0,1,1,0,0,0,0,0
"An international-class gallery, but extremely hard to negotiate, and less friendly",0,0,0,0,1,0,0,1,0,0,0,0,0
Banyak pilihan gerabah,1,0,0,0,0,0,0,0,0,0,0,0,0
Hasil kerajinan tangannya berkualitas dan barang bisa dikirim ke rumah,1,0,0,0,0,0,0,0,0,0,0,0,0
"Batik, lurik, kerajinan tangan, aksesoris tradisional untuk gaya Yogyakarta, pakaian tradisional Yogyakarta, Penjahitan untuk surjan (pakaian tradisional Yogyakarta), aksesoris perak dan perunggu, wayang, gamelan, keris, blangkon...dll.. ...",0,0,1,0,0,0,0,0,0,0,0,0,0
"Berderet di pinggir jalan aneka kerajinan tanah liat, juga deket tempat ibadah.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Sangat recommended bagi yg cari tempat kerajinan tembaga, pelayanan ramah dan harga ramah dikantong",1,0,0,1,0,0,1,0,0,0,0,0,0
Mantap... murah meriah...,1,0,0,1,0,0,0,0,0,0,0,0,0
Pusat Kerajinan Tembaga Dan Kuningan di boyolali yang sangat cocok menurut saya,1,0,0,0,0,0,1,0,0,0,0,0,0
Tempat memanjakan mata bagi yg hoby belanja pernak pernik rumah,1,0,0,0,0,0,1,0,0,0,0,0,0
Suatu keberuntungan beli accessories rumah ke toko yang bagus-bagus. Kualitas tembaga dan Kuningannya juga bagus. Harga sesuai dengan kerajinannya.,1,0,0,1,0,0,0,0,0,0,0,0,0
Meriah Memerah Pintu Gerbang Atau Gapura Masuk Kampung Ketandan (Pecinan) di Jl.Malioboro Ketandan Ngupasan Kodya Yogyakarta,1,0,0,0,0,0,0,0,0,0,0,0,0
"tempat untuk berburu hasil kerajinan keramik, gabah atau beberapa furniture",1,0,0,0,0,0,0,0,0,0,0,0,0
Barang kerajinan klasik...,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pecinta craft dan gerabah atau homedecor enthusiast wajib kesini. Koleksinya lengkap dan puas karena bisa milih2 langsung, bisa banding-bandingin kualitas dan harga antara 1 outlet dengan yang lainnya. Untuk harga sepadanlah dengan ...",1,0,0,0,0,1,0,0,0,1,0,0,0
"Pesan gunungan wayang tembaga dan teko set disini. Jauh2 dari jogja, hasilnya sangat memuaskan. Detailnya luar biasa, tembaga berkualitas, dan pastinya seller ramah dan fast respon",1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempat terbaik untuk mencari aksesoris khas jogja, kualitas sangat baik. Recommended ...",1,0,0,0,0,0,1,0,0,1,0,0,0
Sangat edukatif untuk pembelajaran pembuatan grabah. Recomended,0,0,0,0,0,0,1,0,0,1,0,0,0
Pusatnya gerabah Yogyakarta,0,0,0,0,0,0,1,0,0,0,0,0,0
jual berbagai perlengkapan adat jawa dan kain batik yang bagus kualitasnya,1,0,0,0,0,0,0,0,0,0,0,0,0
All about Jogja's culture,0,0,1,0,0,0,0,0,0,0,0,0,0
Beli besek dan peralatan souvenir kesini aja. Kamu tinggal ke pasar Bringharjo lantai 3,0,0,0,0,0,0,1,0,0,0,0,0,0
monggo yang suka hal-hal kejawen ada disini,0,0,0,0,0,0,0,0,0,1,0,0,0
Buat yang cari pernak pernik budaya jogja bisa mampir sini. Suasananya jogja banget! Oalah org di jogja he he,1,0,0,0,0,0,1,0,0,0,0,0,0
Pelayanan nya baik dan ramah,0,0,0,0,0,0,1,0,0,0,0,0,0
Desa wisata dan kerajianan verabah yang sudah terkenal...,1,0,0,0,0,0,0,0,0,0,0,0,0
Unik unik barang nya,1,0,0,0,0,0,0,0,0,0,0,0,0
banyak banget barangnya semua ada disini ...,1,0,0,0,0,0,0,0,0,0,0,0,0
Orgnya sopan semua,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tempatnya kereeeen banget.. kalo mau nyari selop, lurik, surjan, beskap dan peralatan baju adat lainnya bs ke toko ini.. ada lukisan, keris dan masih byk lagi barang2 menarik yg di jual di toko ini..menyenangkan sekali berada di toko ini..",1,0,0,0,0,0,1,0,0,0,0,0,0
"kerajinan yang sangat bervariasi, recommended ...",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sekarang...gak cuma kerajinan gerabah yang tersedia di sini, tapi barang kerajinan lainnya. So, yang berwisata ke Jogja janga lupa mampir ke sini ya....",1,0,0,0,0,0,0,0,0,1,0,0,0
kerajinan di istana kuningan ini sangat bagus bagus dan juga kreatif sekali.,1,0,0,0,0,0,0,0,0,0,0,0,0
Batik bagus berkwalitas,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alhamdulillah pesanan chafingdish saya sesuai dengan apa yg saya harapkan. Pelayanan juga ramah, terima kasih buat pak yuda.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Jujur ketika masuk kesini, saya merasa malu sebagai generasi sekarang justru kalah dengan generasi terdahulu. Banyak benda budaya yang membuat saya teringat akan kakek saya yang dulu merupakan penari Keraton Yogyakarta dan beliau sudah berkeliling dunia sedang saya yang sekolah tinggi malah belum mampu kemana mana.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tempatnya bagus,tapi saya kecewa tidak ada wayang CAKIL NYA karena habis,wayang nya juga bagus bagus ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Salah satu tempat untuk beli batik berkualitas. Ada batik tulis. Ada pernak pernik barang kuno khas Jogja banget. Ada helm besi untuk naik kuda. Ruang dalam khas toko model jaman dulu. Di dalan juga ada hiasan hiasan almari kuno. Lokasi di selatan centra gudeg wijilan Jogja.,1,0,0,0,0,0,1,0,0,0,0,0,0
Bagus-bagus kerajinan tembaga dan kuningannya. Kualitasnya juga bagus dan cantik2 semua dengan bentuk yang beraneka ragam.,1,0,0,0,0,0,0,0,0,0,0,0,0
Kerajinan tembaga disini sangat rekomended,1,0,0,0,0,0,0,0,0,0,0,0,0
Suka bgt jalan ke daerah kasongan,0,0,0,0,0,0,1,0,0,0,0,0,0
Di sini pusatnya gerabah2 di Jogja..banyak banget barang2 yg dibuat dan dijual di sini.. Mulai dr pot dengan berbagai macam bentuk dan fungsi.. ...,1,0,0,0,0,0,1,0,0,0,0,0,0
"Pertama kali masuk toko kerajinan tembaga dan kuningan dibuat takjub dengan hasil-hasil kerajinannya yang sangat cantik. Pelayanan di toko ini sangat baik dan ramah-ramah . Kualitas kerajinan bagus dengan harga yang sesuai, cocok digunakan untuk hiasan dirumah agar semakin cantik dan mewah. Sangat recomended ...",1,0,0,1,0,0,1,0,0,1,0,0,0
"Kualitas produknya oke bangett, pelayanannya juga ramah banget, pilihan juga beraneka ragam, oke banget deh ...",1,0,0,0,0,0,1,0,0,0,0,0,0
"desain dan kualitasnya bagus , berbagai macam variasi desain dan pelayanannya ramah",1,0,0,0,0,0,1,0,0,0,0,0,0
Kebetulan hanya melintas disini. Ada banyak perajin gerabah. Mungkin karena ini sentralnya jadi bisa dapat harga yang lebih murah. ...,1,0,0,1,0,0,0,0,0,0,0,0,0
Bagus bgt. Ini adalah kuningan terbaik yg pernah saya pesen. Pengerjaan juga sangat rapi dan cepat. Harga terjangkau.,1,0,0,1,0,0,0,0,0,0,0,0,0
Temlatny sangat indah dan bagus ...,0,0,0,0,0,0,1,0,0,0,0,0,0
Interiornya bagus dan variatif barang yg dijual.,1,0,0,0,0,0,1,0,0,0,0,0,0
desa yg menjual barbagai kerajinan / dekorasi unik.,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempat cari batik,sorjan dan pernak pernik lainya. Lengkap",1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempat yang bagus untuk mencari kebaya, selop, dan kerajinan. Dekat alun-alun selatan dan kampung gudeg.",1,0,0,0,0,0,0,0,0,0,0,0,0
Beli gerabah hiasAn rumah disiNi.. Murah bisa nego.. Tinggal Pilih sesuai Isi kantOng Anda,1,0,0,1,0,0,0,0,0,0,0,0,0
"Desa Wisata yang terdiri dari banyak toko gerabah dan kerajinan kayu. Terdapat berbagai jenis kerajinan yang di jual di kawasan ini, mulai dari pot, keranjang, hingga patung-patung kayu. Selain dapat melihat kerajinan, terdapat pula kafe di ...",1,0,0,0,0,0,1,0,0,0,0,0,0
"Awas lapar mata. Disini banyak toko kerajinan dari mulai yang model tradisional sampai yang modern. Saya beli kolam (?) gerabah dengan dudukannya dapat harga 125, terus keranjang dari eceng gondok 170ribu dapat 2. Mayan kan.",1,0,0,1,0,0,1,0,0,0,0,0,0
Beli kendi besar cuma 50rb. Bagus,1,0,0,1,0,0,0,0,0,0,0,0,0
"Tks mas yudha, pesanan telah tiba sesuai dengan harapan.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Di sini khusus memproduksi dan menjual berbagai macam gerabah, bahan dasar tanah liat.",1,0,0,0,0,0,0,0,0,0,0,0,0
Toko seni yang bagus...dan sangat sopan,0,0,0,0,0,0,1,0,0,0,0,0,0
Harga murah meriah..langsung pengrajin gerabah,0,0,0,1,0,0,0,0,0,0,0,0,0
Sentra kerajinan tembaga kuningan terpercaya. Alhamdulillah barang datang dengan selamat. Terima kasih untuk yudaartdesign,1,0,0,0,0,0,0,0,0,0,0,0,0
